uf,cidade,qtd_pop
MU,São José do Hortêncio (RS),4804
MU,São José do Inhacorá (RS),2073
MU,São José do Norte (RS),27568
MU,São José do Ouro (RS),6933
MU,São José do Sul (RS),2408
MU,São José dos Ausentes (RS),3527
MU,São Leopoldo (RS),236835
MU,São Lourenço do Sul (RS),43582
MU,São Luiz Gonzaga (RS),33468
MU,São Marcos (RS),21556
MU,São Martinho (RS),5426
MU,São Martinho da Serra (RS),3234
MU,São Miguel das Missões (RS),7673
MU,São Nicolau (RS),5265
MU,São Paulo das Missões (RS),5790
MU,São Pedro da Serra (RS),3801
MU,São Pedro das Missões (RS),2009
MU,São Pedro do Butiá (RS),2947
MU,São Pedro do Sul (RS),16198
MU,São Sebastião do Caí (RS),25685
MU,São Sepé (RS),23621
MU,São Valentim (RS),3299
MU,São Valentim do Sul (RS),2242
MU,São Valério do Sul (RS),2727
MU,São Vendelino (RS),2243
MU,São Vicente do Sul (RS),8721
MU,Sapiranga (RS),81734
MU,Sapucaia do Sul (RS),141075
MU,Sarandi (RS),24489
MU,Seberi (RS),10750
MU,Sede Nova (RS),2907
MU,Segredo (RS),7421
MU,Selbach (RS),5100
MU,Senador Salgado Filho (RS),2779
MU,Sentinela do Sul (RS),5581
MU,Serafina Corrêa (RS),17502
MU,Sério (RS),1962
MU,Sertão (RS),5415
MU,Sertão Santana (RS),6486
MU,Sete de Setembro (RS),1970
MU,Severiano de Almeida (RS),3657
MU,Silveira Martins (RS),2384
MU,Sinimbu (RS),10172
MU,Sobradinho (RS),14967
MU,Soledade (RS),31002
MU,Tabaí (RS),4719
MU,Tapejara (RS),24111
MU,Tapera (RS),10584
MU,Tapes (RS),17300
MU,Taquara (RS),57466
MU,Taquari (RS),26862
MU,Taquaruçu do Sul (RS),3072
MU,Tavares (RS),5481
MU,Tenente Portela (RS),13485
MU,Terra de Areia (RS),11204
MU,Teutônia (RS),33232
MU,Tio Hugo (RS),3030
MU,Tiradentes do Sul (RS),5704
MU,Toropi (RS),2806
MU,Torres (RS),38732
MU,Tramandaí (RS),51715
MU,Travesseiro (RS),2336
MU,Três Arroios (RS),2668
MU,Três Cachoeiras (RS),11053
MU,Três Coroas (RS),28220
MU,Três de Maio (RS),23906
MU,Três Forquilhas (RS),2697
MU,Três Palmeiras (RS),4271
MU,Três Passos (RS),23906
MU,Trindade do Sul (RS),5802
MU,Triunfo (RS),29538
MU,Tucunduva (RS),5678
MU,Tunas (RS),4569
MU,Tupanci do Sul (RS),1472
MU,Tupanciretã (RS),23948
MU,Tupandi (RS),4855
MU,Tuparendi (RS),7893
MU,Turuçu (RS),3438
MU,Ubiretama (RS),2015
MU,União da Serra (RS),1154
MU,Unistalda (RS),2338
MU,Uruguaiana (RS),126970
MU,Vacaria (RS),66218
MU,Vale Verde (RS),3497
MU,Vale do Sol (RS),11781
MU,Vale Real (RS),5913
MU,Vanini (RS),2113
MU,Venâncio Aires (RS),71554
MU,Vera Cruz (RS),26863
MU,Veranópolis (RS),26241
MU,Vespasiano Corrêa (RS),1815
MU,Viadutos (RS),4756
MU,Viamão (RS),255224
MU,Vicente Dutra (RS),4670
MU,Victor Graeff (RS),2882
MU,Vila Flores (RS),3385
MU,Vila Lângaro (RS),2091
MU,Vila Maria (RS),4358
MU,Vila Nova do Sul (RS),4280
MU,Vista Alegre (RS),2752
MU,Vista Alegre do Prata (RS),1561
MU,Vista Gaúcha (RS),2851
MU,Vitória das Missões (RS),3133
MU,Westfália (RS),3014
MU,Xangri-lá (RS),16408
MU,Água Clara (MS),15522
MU,Alcinópolis (MS),5343
MU,Amambai (MS),39396
MU,Anastácio (MS),25135
MU,Anaurilândia (MS),9035
MU,Angélica (MS),10780
MU,Antônio João (MS),8956
MU,Aparecida do Taboado (MS),25745
MU,Aquidauana (MS),47871
MU,Aral Moreira (MS),12149
MU,Bandeirantes (MS),6788
MU,Bataguassu (MS),23024
MU,Batayporã (MS),11329
MU,Bela Vista (MS),24629
MU,Bodoquena (MS),7875
MU,Bonito (MS),21976
MU,Brasilândia (MS),11872
MU,Caarapó (MS),30174
MU,Camapuã (MS),13711
MU,Campo Grande (MS),895982
MU,Caracol (MS),6116
MU,Cassilândia (MS),21939
MU,Chapadão do Sul (MS),25218
MU,Corguinho (MS),5947
MU,Coronel Sapucaia (MS),15253
MU,Corumbá (MS),111435
MU,Costa Rica (MS),20823
MU,Coxim (MS),33543
MU,Deodápolis (MS),12924
MU,Dois Irmãos do Buriti (MS),11385
MU,Douradina (MS),5924
MU,Dourados (MS),222949
MU,Eldorado (MS),12353
MU,Fátima do Sul (MS),19189
MU,Figueirão (MS),3051
MU,Glória de Dourados (MS),9965
MU,Guia Lopes da Laguna (MS),9895
MU,Iguatemi (MS),16078
MU,Inocência (MS),7610
MU,Itaporã (MS),24839
MU,Itaquiraí (MS),21142
MU,Ivinhema (MS),23187
MU,Japorã (MS),9110
MU,Jaraguari (MS),7187
MU,Jardim (MS),26097
MU,Jateí (MS),4027
MU,Juti (MS),6712
MU,Ladário (MS),23331
MU,Laguna Carapã (MS),7341
MU,Maracaju (MS),47083
MU,Miranda (MS),28013
MU,Mundo Novo (MS),18366
MU,Naviraí (MS),54878
MU,Nioaque (MS),13930
MU,Nova Alvorada do Sul (MS),21882
MU,Nova Andradina (MS),54374
MU,Novo Horizonte do Sul (MS),3814
MU,Paraíso das Águas (MS),5555
MU,Paranaíba (MS),42148
MU,Paranhos (MS),14228
MU,Pedro Gomes (MS),7674
MU,Ponta Porã (MS),92526
MU,Porto Murtinho (MS),17131
MU,Ribas do Rio Pardo (MS),24615
MU,Rio Brilhante (MS),37514
MU,Rio Negro (MS),4831
MU,Rio Verde de Mato Grosso (MS),19746
MU,Rochedo (MS),5499
MU,Santa Rita do Pardo (MS),7851
MU,São Gabriel do Oeste (MS),26771
MU,Sete Quedas (MS),10791
MU,Selvíria (MS),6529
MU,Sidrolândia (MS),57665
MU,Sonora (MS),19274
MU,Tacuru (MS),11552
MU,Taquarussu (MS),3588
MU,Terenos (MS),21806
MU,Três Lagoas (MS),121388
MU,Vicentina (MS),6102
MU,Acorizal (MT),5399
MU,Água Boa (MT),25721
MU,Alta Floresta (MT),51782
MU,Alto Araguaia (MT),19044
MU,Alto Boa Vista (MT),6822
MU,Alto Garças (MT),12030
MU,Alto Paraguai (MT),11356
MU,Alto Taquari (MT),10847
MU,Apiacás (MT),10133
MU,Araguaiana (MT),3100
MU,Araguainha (MT),935
MU,Araputanga (MT),16822
MU,Arenápolis (MT),9607
MU,Aripuanã (MT),22354
MU,Barão de Melgaço (MT),8564
MU,Barra do Bugres (MT),34966
MU,Barra do Garças (MT),61012
MU,Bom Jesus do Araguaia (MT),6580
MU,Brasnorte (MT),19695
MU,Cáceres (MT),94376
MU,Campinápolis (MT),15980
MU,Campo Novo do Parecis (MT),35360
MU,Campo Verde (MT),44041
MU,Campos de Júlio (MT),6891
MU,Canabrava do Norte (MT),4743
MU,Canarana (MT),21579
MU,Carlinda (MT),10305
MU,Castanheira (MT),8729
MU,Chapada dos Guimarães (MT),19752
MU,Cláudia (MT),12149
MU,Cocalinho (MT),5700
MU,Colíder (MT),33438
MU,Colniza (MT),38582
MU,Comodoro (MT),20763
MU,Confresa (MT),30933
MU,Conquista D'Oeste (MT),4038
MU,Cotriguaçu (MT),19750
MU,Cuiabá (MT),612547
MU,Curvelândia (MT),5219
MU,Denise (MT),9462
MU,Diamantino (MT),22041
MU,Dom Aquino (MT),8178
MU,Feliz Natal (MT),14192
MU,Figueirópolis D'Oeste (MT),3494
MU,Gaúcha do Norte (MT),7648
MU,General Carneiro (MT),5540
MU,Glória D'Oeste (MT),3026
MU,Guarantã do Norte (MT),35816
MU,Guiratinga (MT),15141
MU,Indiavaí (MT),2752
MU,Ipiranga do Norte (MT),7667
MU,Itanhangá (MT),6737
MU,Itaúba (MT),3802
MU,Itiquira (MT),13345
MU,Jaciara (MT),27776
MU,Jangada (MT),8409
MU,Jauru (MT),8793
MU,Juara (MT),34974
MU,Juína (MT),40997
MU,Juruena (MT),15865
MU,Juscimeira (MT),11221
MU,Lambari D'Oeste (MT),6121
MU,Lucas do Rio Verde (MT),65534
MU,Luciara (MT),2077
MU,Vila Bela da Santíssima Trindade (MT),16128
MU,Marcelândia (MT),10499
MU,Matupá (MT),16566
MU,Mirassol d'Oeste (MT),27739
MU,Nobres (MT),15336
MU,Nortelândia (MT),5989
MU,Nossa Senhora do Livramento (MT),13216
MU,Nova Bandeirantes (MT),15288
MU,Nova Nazaré (MT),3849
MU,Nova Lacerda (MT),6640
MU,Nova Santa Helena (MT),3718
MU,Nova Brasilândia (MT),3829
MU,Nova Canaã do Norte (MT),12787
MU,Nova Mutum (MT),45378
MU,Nova Olímpia (MT),20301
MU,Nova Ubiratã (MT),11982
MU,Nova Xavantina (MT),21374
MU,Novo Mundo (MT),9178
MU,Novo Horizonte do Norte (MT),4004
MU,Novo São Joaquim (MT),5074
MU,Paranaíta (MT),11225
MU,Paranatinga (MT),22563
MU,Novo Santo Antônio (MT),2640
MU,Pedra Preta (MT),17626
MU,Peixoto de Azevedo (MT),34976
MU,Planalto da Serra (MT),2662
MU,Poconé (MT),32843
MU,Pontal do Araguaia (MT),6711
MU,Ponte Branca (MT),1576
MU,Pontes e Lacerda (MT),45436
MU,Porto Alegre do Norte (MT),12517
MU,Porto dos Gaúchos (MT),5410
MU,Porto Esperidião (MT),12017
MU,Porto Estrela (MT),2963
MU,Poxoréu (MT),16219
MU,Primavera do Leste (MT),62019
MU,Querência (MT),17479
MU,São José dos Quatro Marcos (MT),18906
MU,Reserva do Cabaçal (MT),2732
MU,Ribeirão Cascalheira (MT),10206
MU,Ribeirãozinho (MT),2405
MU,Rio Branco (MT),5156
MU,Santa Carmem (MT),4525
MU,Santo Afonso (MT),3146
MU,São José do Povo (MT),4063
MU,São José do Rio Claro (MT),20664
MU,São José do Xingu (MT),5595
MU,São Pedro da Cipa (MT),4727
MU,Rondolândia (MT),4001
MU,Rondonópolis (MT),232491
MU,Rosário Oeste (MT),17151
MU,Santa Cruz do Xingu (MT),2564
MU,Salto do Céu (MT),3365
MU,Santa Rita do Trivelato (MT),3429
MU,Santa Terezinha (MT),8371
MU,Santo Antônio do Leste (MT),5174
MU,Santo Antônio do Leverger (MT),16628
MU,São Félix do Araguaia (MT),11708
MU,Sapezal (MT),25881
MU,Serra Nova Dourada (MT),1650
MU,Sinop (MT),142996
MU,Sorriso (MT),90313
MU,Tabaporã (MT),9489
MU,Tangará da Serra (MT),103750
MU,Tapurah (MT),13705
MU,Terra Nova do Norte (MT),9667
MU,Tesouro (MT),3805
MU,Torixoréu (MT),3609
MU,União do Sul (MT),3525
MU,Vale de São Domingos (MT),3127
MU,Várzea Grande (MT),284971
MU,Vera (MT),11309
MU,Vila Rica (MT),26037
MU,Nova Guarita (MT),4519
MU,Nova Marilândia (MT),3278
MU,Nova Maringá (MT),8641
MU,Nova Monte Verde (MT),9178
MU,Abadia de Goiás (GO),8773
MU,Abadiânia (GO),20042
MU,Acreúna (GO),22366
MU,Adelândia (GO),2516
MU,Água Fria de Goiás (GO),5735
MU,Água Limpa (GO),1850
MU,Águas Lindas de Goiás (GO),212440
MU,Alexânia (GO),27653
MU,Aloândia (GO),1995
MU,Alto Horizonte (GO),6414
MU,Alto Paraíso de Goiás (GO),7624
MU,Alvorada do Norte (GO),8660
MU,Amaralina (GO),3812
MU,Americano do Brasil (GO),6111
MU,Amorinópolis (GO),3126
MU,Anápolis (GO),386923
MU,Anhanguera (GO),1149
MU,Anicuns (GO),21850
MU,Aparecida de Goiânia (GO),578179
MU,Aparecida do Rio Doce (GO),2474
MU,Aporé (GO),4198
MU,Araçu (GO),3522
MU,Aragarças (GO),20118
MU,Aragoiânia (GO),10308
MU,Araguapaz (GO),7770
MU,Arenópolis (GO),2612
MU,Aruanã (GO),9875
MU,Aurilândia (GO),3120
MU,Avelinópolis (GO),2417
MU,Baliza (GO),5138
MU,Barro Alto (GO),11167
MU,Bela Vista de Goiás (GO),29975
MU,Bom Jardim de Goiás (GO),8841
MU,Bom Jesus de Goiás (GO),25216
MU,Bonfinópolis (GO),9706
MU,Bonópolis (GO),4405
MU,Brazabrantes (GO),3703
MU,Britânia (GO),5779
MU,Buriti Alegre (GO),9459
MU,Buriti de Goiás (GO),2488
MU,Buritinópolis (GO),3292
MU,Cabeceiras (GO),7993
MU,Cachoeira Alta (GO),12484
MU,Cachoeira de Goiás (GO),1351
MU,Cachoeira Dourada (GO),8067
MU,Caçu (GO),16009
MU,Caiapônia (GO),18913
MU,Caldas Novas (GO),91162
MU,Caldazinha (GO),3804
MU,Campestre de Goiás (GO),3630
MU,Campinaçu (GO),3640
MU,Campinorte (GO),12626
MU,Campo Alegre de Goiás (GO),7589
MU,Campo Limpo de Goiás (GO),7789
MU,Campos Belos (GO),19887
MU,Campos Verdes (GO),2141
MU,Carmo do Rio Verde (GO),10082
MU,Castelândia (GO),3435
MU,Catalão (GO),108823
MU,Caturaí (GO),5070
MU,Cavalcante (GO),9709
MU,Ceres (GO),22191
MU,Cezarina (GO),8606
MU,Chapadão do Céu (GO),10167
MU,Cidade Ocidental (GO),71376
MU,Cocalzinho de Goiás (GO),20240
MU,Colinas do Sul (GO),3382
MU,Córrego do Ouro (GO),2327
MU,Corumbá de Goiás (GO),11110
MU,Corumbaíba (GO),9723
MU,Cristalina (GO),58997
MU,Cristianópolis (GO),2966
MU,Crixás (GO),16949
MU,Cromínia (GO),3486
MU,Cumari (GO),2854
MU,Damianópolis (GO),3311
MU,Damolândia (GO),2938
MU,Davinópolis (GO),2094
MU,Diorama (GO),2484
MU,Doverlândia (GO),7322
MU,Edealina (GO),3699
MU,Edéia (GO),12372
MU,Estrela do Norte (GO),3275
MU,Faina (GO),6627
MU,Fazenda Nova (GO),5637
MU,Firminópolis (GO),13292
MU,Flores de Goiás (GO),16557
MU,Formosa (GO),121617
MU,Formoso (GO),4248
MU,Gameleira de Goiás (GO),3818
MU,Divinópolis de Goiás (GO),4804
MU,Goianápolis (GO),11231
MU,Goiandira (GO),5600
MU,Goianésia (GO),70084
MU,Goiânia (GO),1516113
MU,Goianira (GO),44289
MU,Goiás (GO),22645
MU,Goiatuba (GO),34095
MU,Gouvelândia (GO),5898
MU,Guapó (GO),14209
MU,Guaraíta (GO),1996
MU,Guarani de Goiás (GO),3893
MU,Guarinos (GO),1794
MU,Heitoraí (GO),3724
MU,Hidrolândia (GO),21706
MU,Hidrolina (GO),3564
MU,Iaciara (GO),13947
MU,Inaciolândia (GO),6194
MU,Indiara (GO),15611
MU,Inhumas (GO),52866
MU,Ipameri (GO),26985
MU,Ipiranga de Goiás (GO),2893
MU,Iporá (GO),31531
MU,Israelândia (GO),2800
MU,Itaberaí (GO),42900
MU,Itaguari (GO),4676
MU,Itaguaru (GO),5237
MU,Itajá (GO),4539
MU,Itapaci (GO),22981
MU,Itapirapuã (GO),4997
MU,Itapuranga (GO),25768
MU,Itarumã (GO),7178
MU,Itauçu (GO),8938
MU,Itumbiara (GO),104742
MU,Ivolândia (GO),2370
MU,Jandaia (GO),6048
MU,Jaraguá (GO),50511
MU,Jataí (GO),100882
MU,Jaupaci (GO),2879
MU,Jesúpolis (GO),2490
MU,Joviânia (GO),7387
MU,Jussara (GO),18478
MU,Lagoa Santa (GO),1588
MU,Leopoldo de Bulhões (GO),7647
MU,Luziânia (GO),208299
MU,Mairipotaba (GO),2368
MU,Mambaí (GO),8882
MU,Mara Rosa (GO),9503
MU,Marzagão (GO),2236
MU,Matrinchã (GO),4351
MU,Maurilândia (GO),14080
MU,Mimoso de Goiás (GO),2597
MU,Minaçu (GO),29070
MU,Mineiros (GO),66801
MU,Moiporá (GO),1529
MU,Monte Alegre de Goiás (GO),8606
MU,Montes Claros de Goiás (GO),8055
MU,Montividiu (GO),13396
MU,Montividiu do Norte (GO),4479
MU,Morrinhos (GO),46136
MU,Morro Agudo de Goiás (GO),2248
MU,Mossâmedes (GO),4290
MU,Mozarlândia (GO),15659
MU,Mundo Novo (GO),4887
MU,Mutunópolis (GO),3778
MU,Nazário (GO),9142
MU,Nerópolis (GO),29850
MU,Niquelândia (GO),46388
MU,Nova América (GO),2352
MU,Nova Aurora (GO),2210
MU,Nova Crixás (GO),12869
MU,Nova Glória (GO),8164
MU,Nova Iguaçu de Goiás (GO),2929
MU,Nova Roma (GO),3264
MU,Nova Veneza (GO),9853
MU,Novo Brasil (GO),2913
MU,Novo Gama (GO),115711
MU,Novo Planalto (GO),4495
MU,Orizona (GO),15615
MU,Ouro Verde de Goiás (GO),3759
MU,Ouvidor (GO),6667
MU,Padre Bernardo (GO),33835
MU,Palestina de Goiás (GO),3464
MU,Palmeiras de Goiás (GO),28858
MU,Palmelo (GO),2381
MU,Palminópolis (GO),3585
MU,Panamá (GO),2615
MU,Paranaiguara (GO),10057
MU,Paraúna (GO),10988
MU,Perolândia (GO),3129
MU,Petrolina de Goiás (GO),10281
MU,Pilar de Goiás (GO),2253
MU,Piracanjuba (GO),24524
MU,Piranhas (GO),10385
MU,Pirenópolis (GO),24908
MU,Pires do Rio (GO),31458
MU,Planaltina (GO),89918
MU,Pontalina (GO),17819
MU,Porangatu (GO),45394
MU,Porteirão (GO),3881
MU,Portelândia (GO),4011
MU,Posse (GO),36900
MU,Professor Jamil (GO),3223
MU,Quirinópolis (GO),50065
MU,Rialma (GO),10918
MU,Rianápolis (GO),4801
MU,Rio Quente (GO),4493
MU,Rio Verde (GO),235647
MU,Rubiataba (GO),19882
MU,Sanclerlândia (GO),7637
MU,Santa Bárbara de Goiás (GO),6560
MU,Santa Cruz de Goiás (GO),2855
MU,Santa Fé de Goiás (GO),5459
MU,Santa Helena de Goiás (GO),38648
MU,Santa Isabel (GO),3809
MU,Santa Rita do Araguaia (GO),8756
MU,Santa Rita do Novo Destino (GO),3343
MU,Santa Rosa de Goiás (GO),2319
MU,Santa Tereza de Goiás (GO),3355
MU,Santa Terezinha de Goiás (GO),8744
MU,Santo Antônio da Barra (GO),4821
MU,Santo Antônio de Goiás (GO),6283
MU,Santo Antônio do Descoberto (GO),74744
MU,São Domingos (GO),12949
MU,São Francisco de Goiás (GO),6264
MU,São João d'Aliança (GO),13740
MU,São João da Paraúna (GO),1381
MU,São Luís de Montes Belos (GO),33817
MU,São Luiz do Norte (GO),5167
MU,São Miguel do Araguaia (GO),21993
MU,São Miguel do Passa Quatro (GO),4057
MU,São Patrício (GO),2036
MU,São Simão (GO),20645
MU,Senador Canedo (GO),115371
MU,Serranópolis (GO),8544
MU,Silvânia (GO),20695
MU,Simolândia (GO),6856
MU,Sítio d'Abadia (GO),2989
MU,Taquaral de Goiás (GO),3529
MU,Teresina de Goiás (GO),3458
MU,Terezópolis de Goiás (GO),8043
MU,Três Ranchos (GO),2833
MU,Trindade (GO),127599
MU,Trombas (GO),3500
MU,Turvânia (GO),4598
MU,Turvelândia (GO),5281
MU,Uirapuru (GO),2854
MU,Uruaçu (GO),40532
MU,Uruana (GO),13843
MU,Urutaí (GO),3072
MU,Valparaíso de Goiás (GO),168468
MU,Varjão (GO),3827
MU,Vianópolis (GO),13863
MU,Vicentinópolis (GO),8743
MU,Vila Boa (GO),6171
MU,Vila Propício (GO),5821
MU,Brasília (DF),3015268
