uf,cidade,qtd_pop
MU,Dom Silvério (MG),5237
MU,Dom Viçoso (MG),3001
MU,Dona Eusébia (MG),6572
MU,Dores de Campos (MG),10153
MU,Dores de Guanhães (MG),5169
MU,Dores do Indaiá (MG),13483
MU,Dores do Turvo (MG),4259
MU,Doresópolis (MG),1527
MU,Douradoquara (MG),1908
MU,Durandé (MG),7841
MU,Elói Mendes (MG),28076
MU,Engenheiro Caldas (MG),11134
MU,Engenheiro Navarro (MG),7242
MU,Entre Folhas (MG),5370
MU,Entre Rios de Minas (MG),15298
MU,Ervália (MG),18895
MU,Esmeraldas (MG),70552
MU,Espera Feliz (MG),24951
MU,Espinosa (MG),31617
MU,Espírito Santo do Dourado (MG),4692
MU,Estiva (MG),11354
MU,Estrela Dalva (MG),2343
MU,Estrela do Indaiá (MG),3500
MU,Estrela do Sul (MG),7978
MU,Eugenópolis (MG),11275
MU,Ewbank da Câmara (MG),3913
MU,Extrema (MG),36225
MU,Fama (MG),2377
MU,Faria Lemos (MG),3241
MU,Felício dos Santos (MG),4753
MU,São Gonçalo do Rio Preto (MG),3167
MU,Felisburgo (MG),7457
MU,Felixlândia (MG),15336
MU,Fernandes Tourinho (MG),3431
MU,Ferros (MG),9820
MU,Fervedouro (MG),11006
MU,Florestal (MG),7461
MU,Formiga (MG),67683
MU,Formoso (MG),9562
MU,Fortaleza de Minas (MG),4412
MU,Fortuna de Minas (MG),2947
MU,Francisco Badaró (MG),10332
MU,Francisco Dumont (MG),5215
MU,Francisco Sá (MG),26277
MU,Franciscópolis (MG),5391
MU,Frei Gaspar (MG),5880
MU,Frei Inocêncio (MG),9611
MU,Frei Lagonegro (MG),3478
MU,Fronteira (MG),18103
MU,Fronteira dos Vales (MG),4581
MU,Fruta de Leite (MG),5369
MU,Frutal (MG),59496
MU,Funilândia (MG),4349
MU,Galiléia (MG),6817
MU,Gameleiras (MG),5109
MU,Glaucilândia (MG),3150
MU,Goiabeira (MG),3353
MU,Goianá (MG),3966
MU,Gonçalves (MG),4350
MU,Gonzaga (MG),6158
MU,Gouveia (MG),11825
MU,Governador Valadares (MG),279885
MU,Grão Mogol (MG),15836
MU,Grupiara (MG),1388
MU,Guanhães (MG),34319
MU,Guapé (MG),14245
MU,Guaraciaba (MG),10324
MU,Guaraciama (MG),4972
MU,Guaranésia (MG),19021
MU,Guarani (MG),8911
MU,Guarará (MG),3796
MU,Guarda-Mor (MG),6580
MU,Guaxupé (MG),51917
MU,Guidoval (MG),7078
MU,Guimarânia (MG),8039
MU,Guiricema (MG),8392
MU,Gurinhatã (MG),5639
MU,Heliodora (MG),6558
MU,Iapu (MG),11004
MU,Ibertioga (MG),5021
MU,Ibiá (MG),25199
MU,Ibiaí (MG),8395
MU,Ibiracatu (MG),5400
MU,Ibiraci (MG),13828
MU,Ibirité (MG),180204
MU,Ibitiúra de Minas (MG),3488
MU,Ibituruna (MG),2989
MU,Icaraí de Minas (MG),11990
MU,Igarapé (MG),43045
MU,Igaratinga (MG),10860
MU,Iguatama (MG),7947
MU,Ijaci (MG),6550
MU,Ilicínea (MG),12375
MU,Imbé de Minas (MG),6903
MU,Inconfidentes (MG),7328
MU,Indaiabira (MG),7351
MU,Indianópolis (MG),6891
MU,Ingaí (MG),2767
MU,Inhapim (MG),24140
MU,Inhaúma (MG),6271
MU,Inimutaba (MG),7515
MU,Ipaba (MG),18607
MU,Ipanema (MG),19861
MU,Ipatinga (MG),263410
MU,Ipiaçu (MG),4221
MU,Ipuiúna (MG),10079
MU,Iraí de Minas (MG),6987
MU,Itabira (MG),120060
MU,Itabirinha (MG),11512
MU,Itabirito (MG),51875
MU,Itacambira (MG),5385
MU,Itacarambi (MG),18153
MU,Itaguara (MG),13358
MU,Itaipé (MG),12760
MU,Itajubá (MG),96869
MU,Itamarandiba (MG),34735
MU,Itamarati de Minas (MG),4355
MU,Itambacuri (MG),23211
MU,Itambé do Mato Dentro (MG),2081
MU,Itamogi (MG),10192
MU,Itamonte (MG),15579
MU,Itanhandu (MG),15331
MU,Itanhomi (MG),12228
MU,Itaobim (MG),21062
MU,Itapagipe (MG),15243
MU,Itapecerica (MG),21762
MU,Itapeva (MG),9783
MU,Itatiaiuçu (MG),11146
MU,Itaú de Minas (MG),16108
MU,Itaúna (MG),93214
MU,Itaverava (MG),5419
MU,Itinga (MG),14990
MU,Itueta (MG),6051
MU,Ituiutaba (MG),104671
MU,Itumirim (MG),6023
MU,Iturama (MG),39263
MU,Itutinga (MG),3788
MU,Jaboticatubas (MG),20143
MU,Jacinto (MG),12326
MU,Jacuí (MG),7686
MU,Jacutinga (MG),25979
MU,Jaguaraçu (MG),3133
MU,Jaíba (MG),38909
MU,Jampruca (MG),5404
MU,Janaúba (MG),71648
MU,Januária (MG),67742
MU,Japaraíba (MG),4350
MU,Japonvar (MG),7969
MU,Jeceaba (MG),4912
MU,Jenipapo de Minas (MG),7692
MU,Jequeri (MG),12386
MU,Jequitaí (MG),7531
MU,Jequitibá (MG),5211
MU,Jequitinhonha (MG),25391
MU,Jesuânia (MG),4787
MU,Joaíma (MG),15432
MU,Joanésia (MG),4573
MU,João Monlevade (MG),79910
MU,João Pinheiro (MG),47452
MU,Joaquim Felício (MG),4695
MU,Jordânia (MG),10812
MU,José Gonçalves de Minas (MG),4501
MU,José Raydan (MG),4995
MU,Josenópolis (MG),4867
MU,Nova União (MG),5725
MU,Juatuba (MG),26946
MU,Juiz de Fora (MG),568873
MU,Juramento (MG),4331
MU,Juruaia (MG),10563
MU,Juvenília (MG),5724
MU,Ladainha (MG),18111
MU,Lagamar (MG),7613
MU,Lagoa da Prata (MG),52165
MU,Lagoa dos Patos (MG),4102
MU,Lagoa Dourada (MG),13009
MU,Lagoa Formosa (MG),18052
MU,Lagoa Grande (MG),9532
MU,Lagoa Santa (MG),64527
MU,Lajinha (MG),19923
MU,Lambari (MG),20814
MU,Lamim (MG),3391
MU,Laranjal (MG),6810
MU,Lassance (MG),6512
MU,Lavras (MG),103773
MU,Leandro Ferreira (MG),3229
MU,Leme do Prado (MG),4918
MU,Leopoldina (MG),52587
MU,Liberdade (MG),5069
MU,Lima Duarte (MG),16698
MU,Limeira do Oeste (MG),7536
MU,Lontra (MG),9661
MU,Luisburgo (MG),6266
MU,Luislândia (MG),6699
MU,Luminárias (MG),5446
MU,Luz (MG),18215
MU,Machacalis (MG),7111
MU,Machado (MG),42133
MU,Madre de Deus de Minas (MG),5098
MU,Malacacheta (MG),18650
MU,Mamonas (MG),6543
MU,Manga (MG),18407
MU,Manhuaçu (MG),90229
MU,Manhumirim (MG),22707
MU,Mantena (MG),27644
MU,Maravilhas (MG),7976
MU,Mar de Espanha (MG),12814
MU,Maria da Fé (MG),14095
MU,Mariana (MG),60724
MU,Marilac (MG),4115
MU,Mário Campos (MG),15416
MU,Maripá de Minas (MG),2973
MU,Marliéria (MG),4039
MU,Marmelópolis (MG),2755
MU,Martinho Campos (MG),13388
MU,Martins Soares (MG),8417
MU,Mata Verde (MG),8586
MU,Materlândia (MG),4459
MU,Mateus Leme (MG),31086
MU,Matias Barbosa (MG),14468
MU,Matias Cardoso (MG),11157
MU,Matipó (MG),18908
MU,Mato Verde (MG),12459
MU,Matozinhos (MG),37820
MU,Matutina (MG),3749
MU,Medeiros (MG),3802
MU,Medina (MG),20820
MU,Mendes Pimentel (MG),6446
MU,Mercês (MG),10739
MU,Mesquita (MG),5605
MU,Minas Novas (MG),31484
MU,Minduri (MG),3894
MU,Mirabela (MG),13589
MU,Miradouro (MG),10754
MU,Miraí (MG),15014
MU,Miravânia (MG),4888
MU,Moeda (MG),4919
MU,Moema (MG),7517
MU,Monjolos (MG),2220
MU,Monsenhor Paulo (MG),8688
MU,Montalvânia (MG),14877
MU,Monte Alegre de Minas (MG),21120
MU,Monte Azul (MG),20854
MU,Monte Belo (MG),13166
MU,Monte Carmelo (MG),47809
MU,Monte Formoso (MG),4906
MU,Monte Santo de Minas (MG),21524
MU,Montes Claros (MG),409341
MU,Monte Sião (MG),23803
MU,Montezuma (MG),8249
MU,Morada Nova de Minas (MG),8863
MU,Morro da Garça (MG),2462
MU,Morro do Pilar (MG),3182
MU,Munhoz (MG),6029
MU,Muriaé (MG),108763
MU,Mutum (MG),26979
MU,Muzambinho (MG),20569
MU,Nacip Raydan (MG),3220
MU,Nanuque (MG),40750
MU,Naque (MG),6996
MU,Natalândia (MG),3311
MU,Natércia (MG),4730
MU,Nazareno (MG),8608
MU,Nepomuceno (MG),26769
MU,Ninheira (MG),10295
MU,Nova Belém (MG),3190
MU,Nova Era (MG),17578
MU,Nova Lima (MG),94889
MU,Nova Módica (MG),3600
MU,Nova Ponte (MG),15545
MU,Nova Porteirinha (MG),7500
MU,Nova Resende (MG),16723
MU,Nova Serrana (MG),102693
MU,Novo Cruzeiro (MG),31331
MU,Novo Oriente de Minas (MG),10755
MU,Novorizonte (MG),5299
MU,Olaria (MG),1747
MU,Olhos-d'Água (MG),6096
MU,Olímpio Noronha (MG),2787
MU,Oliveira (MG),41687
MU,Oliveira Fortes (MG),2133
MU,Onça de Pitangui (MG),3148
MU,Oratórios (MG),4655
MU,Orizânia (MG),8018
MU,Ouro Branco (MG),39500
MU,Ouro Fino (MG),33639
MU,Ouro Preto (MG),74281
MU,Ouro Verde de Minas (MG),5934
MU,Padre Carvalho (MG),6378
MU,Padre Paraíso (MG),20154
MU,Paineiras (MG),4486
MU,Pains (MG),8283
MU,Pai Pedro (MG),6089
MU,Paiva (MG),1529
MU,Palma (MG),6616
MU,Palmópolis (MG),5507
MU,Papagaios (MG),15674
MU,Paracatu (MG),93158
MU,Pará de Minas (MG),93969
MU,Paraguaçu (MG),21513
MU,Paraisópolis (MG),21083
MU,Paraopeba (MG),24540
MU,Passabém (MG),1649
MU,Passa Quatro (MG),16344
MU,Passa Tempo (MG),8084
MU,Passa Vinte (MG),2039
MU,Passos (MG),114679
MU,Patis (MG),5972
MU,Patos de Minas (MG),152488
MU,Patrocínio (MG),90757
MU,Patrocínio do Muriaé (MG),5684
MU,Paula Cândido (MG),9571
MU,Paulistas (MG),4830
MU,Pavão (MG),8450
MU,Peçanha (MG),17541
MU,Pedra Azul (MG),24324
MU,Pedra Bonita (MG),7097
MU,Pedra do Anta (MG),3052
MU,Pedra do Indaiá (MG),3972
MU,Pedra Dourada (MG),2504
MU,Pedralva (MG),11195
MU,Pedras de Maria da Cruz (MG),12107
MU,Pedrinópolis (MG),3635
MU,Pedro Leopoldo (MG),64258
MU,Pedro Teixeira (MG),1807
MU,Pequeri (MG),3320
MU,Pequi (MG),4406
MU,Perdigão (MG),11506
MU,Perdizes (MG),16168
MU,Perdões (MG),21390
MU,Periquito (MG),6810
MU,Pescador (MG),4252
MU,Piau (MG),2748
MU,Piedade de Caratinga (MG),8566
MU,Piedade de Ponte Nova (MG),4140
MU,Piedade do Rio Grande (MG),4497
MU,Piedade dos Gerais (MG),4982
MU,Pimenta (MG),8660
MU,Pingo d'Água (MG),4941
MU,Pintópolis (MG),7507
MU,Piracema (MG),6409
MU,Pirajuba (MG),6199
MU,Piranga (MG),17626
MU,Piranguçu (MG),5472
MU,Piranguinho (MG),8596
MU,Pirapetinga (MG),10752
MU,Pirapora (MG),56428
MU,Piraúba (MG),10787
MU,Pitangui (MG),27989
MU,Piumhi (MG),34691
MU,Planura (MG),12133
MU,Poço Fundo (MG),16791
MU,Poços de Caldas (MG),167397
MU,Pocrane (MG),8432
MU,Pompéu (MG),31812
MU,Ponte Nova (MG),59742
MU,Ponto Chique (MG),4261
MU,Ponto dos Volantes (MG),12121
MU,Porteirinha (MG),37906
MU,Porto Firme (MG),11279
MU,Poté (MG),16555
MU,Pouso Alegre (MG),150737
MU,Pouso Alto (MG),5940
MU,Prados (MG),9031
MU,Prata (MG),27856
MU,Pratápolis (MG),8603
MU,Pratinha (MG),3603
MU,Presidente Bernardes (MG),5369
MU,Presidente Juscelino (MG),3641
MU,Presidente Kubitschek (MG),3002
MU,Presidente Olegário (MG),19573
MU,Alto Jequitibá (MG),8317
MU,Prudente de Morais (MG),10733
MU,Quartel Geral (MG),3563
MU,Queluzito (MG),1939
MU,Raposos (MG),16354
MU,Raul Soares (MG),23762
MU,Recreio (MG),10517
MU,Reduto (MG),7154
MU,Resende Costa (MG),11500
MU,Resplendor (MG),17397
MU,Ressaquinha (MG),4808
MU,Riachinho (MG),8136
MU,Riacho dos Machados (MG),9481
MU,Ribeirão das Neves (MG),334858
MU,Ribeirão Vermelho (MG),4033
MU,Rio Acima (MG),10312
MU,Rio Casca (MG),13564
MU,Rio Doce (MG),2610
MU,Rio do Prado (MG),5150
MU,Rio Espera (MG),5474
MU,Rio Manso (MG),5832
MU,Rio Novo (MG),8949
MU,Rio Paranaíba (MG),12313
MU,Rio Pardo de Minas (MG),30914
MU,Rio Piracicaba (MG),14339
MU,Rio Pomba (MG),17910
MU,Rio Preto (MG),5476
MU,Rio Vermelho (MG),12846
MU,Ritápolis (MG),4604
MU,Rochedo de Minas (MG),2305
MU,Rodeiro (MG),8109
MU,Romaria (MG),3533
MU,Rosário da Limeira (MG),4594
MU,Rubelita (MG),5995
MU,Rubim (MG),10241
MU,Sabará (MG),136344
MU,Sabinópolis (MG),15470
MU,Sacramento (MG),26185
MU,Salinas (MG),41527
MU,Salto da Divisa (MG),7009
MU,Santa Bárbara (MG),31324
MU,Santa Bárbara do Leste (MG),8147
MU,Santa Bárbara do Monte Verde (MG),3150
MU,Santa Bárbara do Tugúrio (MG),4430
MU,Santa Cruz de Minas (MG),8604
MU,Santa Cruz de Salinas (MG),4142
MU,Santa Cruz do Escalvado (MG),4758
MU,Santa Efigênia de Minas (MG),4409
MU,Santa Fé de Minas (MG),3846
MU,Santa Helena de Minas (MG),6366
MU,Santa Juliana (MG),14003
MU,Santa Luzia (MG),219134
MU,Santa Margarida (MG),16208
MU,Santa Maria de Itabira (MG),10847
MU,Santa Maria do Salto (MG),5232
MU,Santa Maria do Suaçuí (MG),14615
MU,Santana da Vargem (MG),7100
MU,Santana de Cataguases (MG),3872
MU,Santana de Pirapama (MG),7642
MU,Santana do Deserto (MG),3976
MU,Santana do Garambéu (MG),2458
MU,Santana do Jacaré (MG),4821
MU,Santana do Manhuaçu (MG),8674
MU,Santana do Paraíso (MG),34663
MU,Santana do Riacho (MG),4295
MU,Santana dos Montes (MG),3777
MU,Santa Rita de Caldas (MG),8949
MU,Santa Rita de Jacutinga (MG),4884
MU,Santa Rita de Minas (MG),7212
MU,Santa Rita de Ibitipoca (MG),3425
MU,Santa Rita do Itueto (MG),5489
MU,Santa Rita do Sapucaí (MG),43260
MU,Santa Rosa da Serra (MG),3350
MU,Santa Vitória (MG),19742
MU,Santo Antônio do Amparo (MG),18525
MU,Santo Antônio do Aventureiro (MG),3602
MU,Santo Antônio do Grama (MG),3911
MU,Santo Antônio do Itambé (MG),3838
MU,Santo Antônio do Jacinto (MG),11640
MU,Santo Antônio do Monte (MG),28243
MU,Santo Antônio do Retiro (MG),7277
MU,Santo Antônio do Rio Abaixo (MG),1765
MU,Santo Hipólito (MG),3087
MU,Santos Dumont (MG),46487
MU,São Bento Abade (MG),5286
MU,São Brás do Suaçuí (MG),3738
MU,São Domingos das Dores (MG),5644
MU,São Domingos do Prata (MG),17359
MU,São Félix de Minas (MG),3369
MU,São Francisco (MG),56323
MU,São Francisco de Paula (MG),6527
MU,São Francisco de Sales (MG),6238
MU,São Francisco do Glória (MG),4844
MU,São Geraldo (MG),12366
MU,São Geraldo da Piedade (MG),3962
MU,São Geraldo do Baixio (MG),4012
MU,São Gonçalo do Abaeté (MG),8389
MU,São Gonçalo do Pará (MG),12411
MU,São Gonçalo do Rio Abaixo (MG),10920
MU,São Gonçalo do Sapucaí (MG),25449
MU,São Gotardo (MG),35469
MU,São João Batista do Glória (MG),7453
MU,São João da Lagoa (MG),4915
MU,São João da Mata (MG),2749
MU,São João da Ponte (MG),25165
MU,São João das Missões (MG),13014
MU,São João del Rei (MG),90082
MU,São João do Manhuaçu (MG),11559
MU,São João do Manteninha (MG),5859
MU,São João do Oriente (MG),7498
MU,São João do Pacuí (MG),4419
MU,São João do Paraíso (MG),23618
MU,São João Evangelista (MG),15774
MU,São João Nepomuceno (MG),26361
MU,São Joaquim de Bicas (MG),31578
MU,São José da Barra (MG),7426
MU,São José da Lapa (MG),23766
MU,São José da Safira (MG),4268
MU,São José da Varginha (MG),5004
MU,São José do Alegre (MG),4196
MU,São José do Divino (MG),3860
MU,São José do Goiabal (MG),5420
MU,São José do Jacuri (MG),6453
MU,São José do Mantimento (MG),2791
MU,São Lourenço (MG),45851
MU,São Miguel do Anta (MG),6938
MU,São Pedro da União (MG),4659
MU,São Pedro dos Ferros (MG),7781
MU,São Pedro do Suaçuí (MG),5246
MU,São Romão (MG),12337
MU,São Roque de Minas (MG),7051
MU,São Sebastião da Bela Vista (MG),5504
MU,São Sebastião da Vargem Alegre (MG),3007
MU,São Sebastião do Anta (MG),6555
MU,São Sebastião do Maranhão (MG),10044
MU,São Sebastião do Oeste (MG),6775
MU,São Sebastião do Paraíso (MG),70956
MU,São Sebastião do Rio Preto (MG),1506
MU,São Sebastião do Rio Verde (MG),2241
MU,São Tiago (MG),10941
MU,São Tomás de Aquino (MG),7021
MU,São Thomé das Letras (MG),7089
MU,São Vicente de Minas (MG),7753
MU,Sapucaí-Mirim (MG),6930
MU,Sardoá (MG),6300
MU,Sarzedo (MG),32752
MU,Setubinha (MG),12258
MU,Sem-Peixe (MG),2633
MU,Senador Amaral (MG),5356
MU,Senador Cortes (MG),2005
MU,Senador Firmino (MG),7812
MU,Senador José Bento (MG),1502
MU,Senador Modestino Gonçalves (MG),4156
MU,Senhora de Oliveira (MG),5786
MU,Senhora do Porto (MG),3523
MU,Senhora dos Remédios (MG),10459
MU,Sericita (MG),7326
MU,Seritinga (MG),1851
MU,Serra Azul de Minas (MG),4293
MU,Serra da Saudade (MG),781
MU,Serra dos Aimorés (MG),8699
MU,Serra do Salitre (MG),11582
MU,Serrania (MG),7669
MU,Serranópolis de Minas (MG),4781
MU,Serranos (MG),1963
MU,Serro (MG),20966
MU,Sete Lagoas (MG),239639
MU,Silveirânia (MG),2261
MU,Silvianópolis (MG),6238
MU,Simão Pereira (MG),2615
MU,Simonésia (MG),19633
MU,Sobrália (MG),5553
MU,Soledade de Minas (MG),6151
MU,Tabuleiro (MG),3750
MU,Taiobeiras (MG),34132
MU,Taparuba (MG),3110
MU,Tapira (MG),4773
MU,Tapiraí (MG),1875
MU,Taquaraçu de Minas (MG),4077
MU,Tarumirim (MG),14326
MU,Teixeiras (MG),11661
MU,Teófilo Otoni (MG),140592
MU,Timóteo (MG),89842
MU,Tiradentes (MG),7981
MU,Tiros (MG),6480
MU,Tocantins (MG),16659
MU,Tocos do Moji (MG),4101
MU,Toledo (MG),6258
MU,Tombos (MG),8022
MU,Três Corações (MG),79482
MU,Três Marias (MG),32356
MU,Três Pontas (MG),56746
MU,Tumiritinga (MG),6732
MU,Tupaciguara (MG),25327
MU,Turmalina (MG),19964
MU,Turvolândia (MG),5040
MU,Ubá (MG),115552
MU,Ubaí (MG),12533
MU,Ubaporanga (MG),12471
MU,Uberaba (MG),333783
MU,Uberlândia (MG),691305
MU,Umburatiba (MG),2611
MU,Unaí (MG),84378
MU,União de Minas (MG),4304
MU,Uruana de Minas (MG),3264
MU,Urucânia (MG),10358
MU,Urucuia (MG),16865
MU,Vargem Alegre (MG),6480
MU,Vargem Bonita (MG),2153
MU,Vargem Grande do Rio Pardo (MG),5007
MU,Varginha (MG),135558
MU,Varjão de Minas (MG),7036
MU,Várzea da Palma (MG),39493
MU,Varzelândia (MG),19320
MU,Vazante (MG),20590
MU,Verdelândia (MG),9355
MU,Veredinha (MG),5720
MU,Veríssimo (MG),3999
MU,Vermelho Novo (MG),4839
MU,Vespasiano (MG),127601
MU,Viçosa (MG),78846
MU,Vieiras (MG),3608
MU,Mathias Lobato (MG),3203
MU,Virgem da Lapa (MG),13752
MU,Virgínia (MG),8674
MU,Virginópolis (MG),10510
MU,Virgolândia (MG),5380
MU,Visconde do Rio Branco (MG),42564
MU,Volta Grande (MG),5252
MU,Wenceslau Braz (MG),2552
MU,Afonso Cláudio (ES),30586
MU,Águia Branca (ES),9642
MU,Água Doce do Norte (ES),11019
MU,Alegre (ES),30084
MU,Alfredo Chaves (ES),14601
MU,Alto Rio Novo (ES),7836
MU,Anchieta (ES),29263
MU,Apiacá (ES),7567
MU,Aracruz (ES),101220
MU,Atílio Vivacqua (ES),11936
MU,Baixo Guandu (ES),30998
MU,Barra de São Francisco (ES),44650
MU,Boa Esperança (ES),15037
MU,Bom Jesus do Norte (ES),9936
MU,Brejetuba (ES),12404
MU,Cachoeiro de Itapemirim (ES),208972
MU,Cariacica (ES),381285
MU,Castelo (ES),37534
MU,Colatina (ES),122499
MU,Conceição da Barra (ES),31063
MU,Conceição do Castelo (ES),12723
MU,Divino de São Lourenço (ES),4304
MU,Domingos Martins (ES),33850
MU,Dores do Rio Preto (ES),6749
MU,Ecoporanga (ES),22923
MU,Fundão (ES),21509
MU,Governador Lindenberg (ES),12709
MU,Guaçuí (ES),30867
MU,Guarapari (ES),124859
MU,Ibatiba (ES),26082
MU,Ibiraçu (ES),12479
MU,Ibitirama (ES),8889
MU,Iconha (ES),13860
MU,Irupi (ES),13377
MU,Itaguaçu (ES),14066
MU,Itapemirim (ES),34348
MU,Itarana (ES),10555
MU,Iúna (ES),29161
MU,Jaguaré (ES),30477
MU,Jerônimo Monteiro (ES),12192
MU,João Neiva (ES),16668
MU,Laranja da Terra (ES),10947
MU,Linhares (ES),173555
MU,Mantenópolis (ES),15350
MU,Marataízes (ES),38499
MU,Marechal Floriano (ES),16694
MU,Marilândia (ES),12833
MU,Mimoso do Sul (ES),26153
MU,Montanha (ES),18833
MU,Mucurici (ES),5524
MU,Muniz Freire (ES),17465
MU,Muqui (ES),15449
MU,Nova Venécia (ES),50110
MU,Pancas (ES),23184
MU,Pedro Canário (ES),26184
MU,Pinheiros (ES),27047
MU,Piúma (ES),21711
MU,Ponto Belo (ES),7863
MU,Presidente Kennedy (ES),11574
MU,Rio Bananal (ES),19141
MU,Rio Novo do Sul (ES),11622
MU,Santa Leopoldina (ES),12224
MU,Santa Maria de Jetibá (ES),40431
MU,Santa Teresa (ES),23590
MU,São Domingos do Norte (ES),8638
MU,São Gabriel da Palha (ES),37947
MU,São José do Calçado (ES),10556
MU,São Mateus (ES),130611
MU,São Roque do Canaã (ES),12415
MU,Serra (ES),517510
MU,Sooretama (ES),30070
MU,Vargem Alta (ES),21402
MU,Venda Nova do Imigrante (ES),25277
MU,Viana (ES),78239
MU,Vila Pavão (ES),9208
MU,Vila Valério (ES),14080
MU,Vila Velha (ES),493838
MU,Vitória (ES),362097
MU,Angra dos Reis (RJ),203785
MU,Aperibé (RJ),11759
MU,Araruama (RJ),132400
MU,Areal (RJ),12572
MU,Armação dos Búzios (RJ),33870
MU,Arraial do Cabo (RJ),30349
MU,Barra do Piraí (RJ),100374
MU,Barra Mansa (RJ),184412
MU,Belford Roxo (RJ),510906
MU,Bom Jardim (RJ),27446
MU,Bom Jesus do Itabapoana (RJ),37096
MU,Cabo Frio (RJ),226525
MU,Cachoeiras de Macacu (RJ),58937
MU,Cambuci (RJ),15505
MU,Carapebus (RJ),16301
MU,Comendador Levy Gasparian (RJ),8561
MU,Campos dos Goytacazes (RJ),507548
MU,Cantagalo (RJ),20172
MU,Cardoso Moreira (RJ),12823
MU,Carmo (RJ),18895
MU,Casimiro de Abreu (RJ),44184
MU,Conceição de Macabu (RJ),23228
MU,Cordeiro (RJ),21926
MU,Duas Barras (RJ),11492
MU,Duque de Caxias (RJ),919596
MU,Engenheiro Paulo de Frontin (RJ),14002
MU,Guapimirim (RJ),60517
MU,Iguaba Grande (RJ),28310
MU,Itaboraí (RJ),240592
MU,Itaguaí (RJ),133019
MU,Italva (RJ),15207
MU,Itaocara (RJ),23234
MU,Itaperuna (RJ),103224
MU,Itatiaia (RJ),31805
MU,Japeri (RJ),104768
MU,Laje do Muriaé (RJ),7355
MU,Macaé (RJ),256672
MU,Macuco (RJ),5599
MU,Magé (RJ),245071
MU,Mangaratiba (RJ),44468
MU,Maricá (RJ),161207
MU,Mendes (RJ),18614
MU,Mesquita (RJ),176103
MU,Miguel Pereira (RJ),25538
MU,Miracema (RJ),27174
MU,Natividade (RJ),15317
MU,Nilópolis (RJ),162485
MU,Niterói (RJ),513584
MU,Nova Friburgo (RJ),190631
MU,Nova Iguaçu (RJ),821128
MU,Paracambi (RJ),52257
MU,Paraíba do Sul (RJ),44285
MU,Paraty (RJ),43165
MU,Paty do Alferes (RJ),27769
MU,Petrópolis (RJ),306191
MU,Pinheiral (RJ),25156
MU,Piraí (RJ),29277
MU,Porciúncula (RJ),18847
MU,Porto Real (RJ),19683
MU,Quatis (RJ),14302
MU,Queimados (RJ),150319
MU,Quissamã (RJ),24700
MU,Resende (RJ),131341
MU,Rio Bonito (RJ),60201
MU,Rio Claro (RJ),18529
MU,Rio das Flores (RJ),9284
MU,Rio das Ostras (RJ),150674
MU,Rio de Janeiro (RJ),6718903
MU,Santa Maria Madalena (RJ),10404
MU,Santo Antônio de Pádua (RJ),42479
MU,São Francisco de Itabapoana (RJ),42205
MU,São Fidélis (RJ),38669
MU,São Gonçalo (RJ),1084839
MU,São João da Barra (RJ),36102
MU,São João de Meriti (RJ),472406
MU,São José de Ubá (RJ),7171
MU,São José do Vale do Rio Preto (RJ),21795
MU,São Pedro da Aldeia (RJ),104476
MU,São Sebastião do Alto (RJ),9357
MU,Sapucaia (RJ),18228
MU,Saquarema (RJ),89170
MU,Seropédica (RJ),82312
MU,Silva Jardim (RJ),21774
MU,Sumidouro (RJ),15623
MU,Tanguá (RJ),34309
MU,Teresópolis (RJ),182594
MU,Trajano de Moraes (RJ),10626
MU,Três Rios (RJ),81804
MU,Valença (RJ),76523
MU,Varre-Sai (RJ),11000
MU,Vassouras (RJ),36896
MU,Volta Redonda (RJ),273012
MU,Adamantina (SP),35068
MU,Adolfo (SP),3562
MU,Aguaí (SP),36305
MU,Águas da Prata (SP),8180
MU,Águas de Lindóia (SP),18705
MU,Águas de Santa Bárbara (SP),6075
MU,Águas de São Pedro (SP),3451
MU,Agudos (SP),37214
MU,Alambari (SP),6025
MU,Alfredo Marcondes (SP),4166
MU,Altair (SP),4160
MU,Altinópolis (SP),16184
MU,Alto Alegre (SP),4099
MU,Alumínio (SP),18628
MU,Álvares Florence (SP),3679
MU,Álvares Machado (SP),24915
MU,Álvaro de Carvalho (SP),5227
MU,Alvinlândia (SP),3222
MU,Americana (SP),239597
MU,Américo Brasiliense (SP),40504
MU,Américo de Campos (SP),5969
MU,Amparo (SP),72195
MU,Analândia (SP),4995
MU,Andradina (SP),57157
MU,Angatuba (SP),25228
MU,Anhembi (SP),6724
MU,Anhumas (SP),4115
MU,Aparecida (SP),36157
MU,Aparecida d'Oeste (SP),4196
MU,Apiaí (SP),24374
MU,Araçariguama (SP),22364
MU,Araçatuba (SP),197016
MU,Araçoiaba da Serra (SP),34146
MU,Aramina (SP),5620
MU,Arandu (SP),6357
MU,Arapeí (SP),2469
MU,Araraquara (SP),236072
MU,Araras (SP),134236
MU,Arco-Íris (SP),1791
MU,Arealva (SP),8560
MU,Areias (SP),3886
MU,Areiópolis (SP),11129
MU,Ariranha (SP),9668
MU,Artur Nogueira (SP),54408
MU,Arujá (SP),89824
MU,Aspásia (SP),1822
MU,Assis (SP),104386
MU,Atibaia (SP),142761
MU,Auriflama (SP),15189
MU,Avaí (SP),5403
MU,Avanhandava (SP),13649
MU,Avaré (SP),90655
MU,Bady Bassitt (SP),17502
MU,Balbinos (SP),5735
MU,Bálsamo (SP),9068
